Miriam;37;2;2010
Victoria;37;2;2010
Valerie;36;2;2010
Clara;35;2;2010
Larissa;35;2;2010
Sara;35;2;2010
Lina;34;2;2010
Melissa;34;2;2010
Klara;33;2;2010
Nora;32;2;2010
Helena;31;2;2010
Elisa;31;2;2010
Franziska;30;2;2010
Celine;29;2;2010
Celina;28;2;2010
Luisa;28;2;2010
Emely;27;2;2010
Michelle;27;2;2010
Angelina;26;2;2010
Carina;26;2;2010
Eva;26;2;2010
Linda;24;2;2010
Maria;24;2;2010
Paula;24;2;2010
